
M-n151-k12.txt,1053,1152.71,148.32
M-n200-k17.txt,1373,1425.96,180.07
M-n121-k7.txt,1034,1168.67,264.79
M-n101-k10,820,926.40,61.17
M-n200-k16,1274,1689.03,175.09
M-n200-k16,1274,1623.36,202.34
M-n200-k16,1274,1662.96,183.54
